declarationRequestNumber,region,stateAbbreviation,state,tribalRequest,declarationRequestDate,declarationRequestType,incidentName,requestedIncidentTypes,requestedIncidentBeginDate,requestedIncidentEndDate,currentRequestStatus,requestStatusDate,ihProgramRequested,iaProgramRequested,paProgramRequested,hmProgramRequested,incidentId,incidentBeginDate,id
5159,7,IA,Iowa                          ,0,2005-11-21T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Tornado,2005-11-12T00:00:00.000Z,2005-11-12T00:00:00.000Z,Turndown,2005-12-13T00:00:00.000Z,1,0,0,0,2005111401,2005-11-12T00:00:00.000Z,701829ce-e56f-4288-a9d6-1885ee1eda3a
5160,2,NY,New York                      ,0,2005-11-23T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2005-10-07T00:00:00.000Z,2005-10-17T00:00:00.000Z,Turndown,2006-02-28T00:00:00.000Z,1,0,1,1,2005102501,2005-10-07T00:00:00.000Z,fa1dd319-4a7b-43a4-89a5-6d56289e5b7a
5161,1,RI,Rhode Island                  ,0,2005-11-22T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Flood,2005-10-07T00:00:00.000Z,2005-10-15T00:00:00.000Z,Turndown,2006-02-03T00:00:00.000Z,1,0,0,1,2005102201,2005-10-07T00:00:00.000Z,06e6ca0d-949a-4236-a376-cb91fd0d8163
5162,5,IN,Indiana                       ,0,2005-12-03T00:00:00.000Z,Major Disaster,"Tornadoes, Severe Storms, and Flooding",Tornado,2005-11-15T00:00:00.000Z,2005-11-15T00:00:00.000Z,Turndown,2005-12-21T00:00:00.000Z,1,0,0,0,2005111602,2005-11-15T00:00:00.000Z,05e46ed4-a4b3-43ee-af3c-3caba7602f3e
6073,9,CA,California                    ,0,2006-02-26T00:00:00.000Z,Emergency,Threat of Levee Failure,Other,2005-12-29T00:00:00.000Z,,Turndown,2006-05-02T00:00:00.000Z,0,0,1,0,2006030401,2005-12-29T00:00:00.000Z,e9ad9804-96e3-42c4-8154-948aca1f5c4a
6078,4,KY,Kentucky                      ,0,2006-04-07T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Severe Storm,2006-04-02T00:00:00.000Z,2006-04-02T00:00:00.000Z,Turndown,2006-06-01T00:00:00.000Z,1,0,0,1,2006040401,2006-04-02T00:00:00.000Z,9966eff8-c7d4-429d-bcc8-a4e77eb511ad
6082,7,IA,Iowa                          ,0,2006-04-19T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Straight Line Winds",Severe Storm,2006-04-13T00:00:00.000Z,2006-04-14T00:00:00.000Z,Turndown,2006-08-08T00:00:00.000Z,1,0,1,1,2006041401,2006-04-13T00:00:00.000Z,fa850d6f-0f84-4244-89d4-7f8cb47c2867
6099,4,SC,South Carolina                ,0,2006-06-13T00:00:00.000Z,Emergency,Mill Fire,Fire,2006-06-06T00:00:00.000Z,2006-06-13T00:00:00.000Z,Turndown,2006-07-11T00:00:00.000Z,0,0,1,0,2006061401,2006-06-06T00:00:00.000Z,2fa41974-976a-47fe-a45e-37ac488e4d15
6120,6,NM,New Mexico                    ,0,2006-07-14T00:00:00.000Z,Major Disaster,Flash Flood,Flood,2006-06-22T00:00:00.000Z,2006-06-22T00:00:00.000Z,Turndown,2006-08-23T00:00:00.000Z,1,0,0,1,2006063001,2006-06-22T00:00:00.000Z,439218ef-2b1d-44aa-bc4f-18e81099acf9
6123,10,OR,Oregon                        ,0,2006-06-02T00:00:00.000Z,Major Disaster,Curtailment of the Salmon Fishing Season,Drought,2006-03-15T00:00:00.000Z,,Turndown,2006-08-14T00:00:00.000Z,0,0,0,1,2006071301,2006-03-15T00:00:00.000Z,e5a8421b-a823-4ce9-8eda-2978e7613da1
6127,1,CT,Connecticut                   ,0,2006-07-27T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2006-06-02T00:00:00.000Z,2006-06-02T00:00:00.000Z,Turndown,2006-12-21T00:00:00.000Z,0,0,1,1,2006061903,2006-06-02T00:00:00.000Z,98c9bcc3-1b08-410b-b538-179531cf5be4
6128,5,IL,Illinois                      ,0,2006-07-26T00:00:00.000Z,Major Disaster,Severe Storms,Severe Storm,2006-07-19T00:00:00.000Z,2006-07-21T00:00:00.000Z,Turndown,2006-10-13T00:00:00.000Z,1,0,1,1,2006072503,2006-07-19T00:00:00.000Z,666acdfb-69fb-4993-be70-80ce88e37675
6150,6,TX,Texas                         ,0,2006-08-24T00:00:00.000Z,Major Disaster,Drought and Fire Hazard,Drought,2006-06-01T00:00:00.000Z,,Turndown,2006-10-03T00:00:00.000Z,1,0,1,1,2006083001,2006-06-01T00:00:00.000Z,8bdb8271-b85f-4e6e-ac0a-c2b10bbfc0eb
6153,5,IL,Illinois                      ,0,2006-09-11T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2006-09-04T00:00:00.000Z,2006-09-04T00:00:00.000Z,Turndown,2006-12-29T00:00:00.000Z,1,0,0,1,2006090501,2006-09-04T00:00:00.000Z,6360c028-8f28-4a93-a2c2-beb513fd2bef
6158,7,MO,Missouri                      ,0,2006-09-28T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Flooding",Severe Storm,2006-09-22T00:00:00.000Z,2006-09-24T00:00:00.000Z,Turndown,2006-11-30T00:00:00.000Z,1,0,0,1,2006092401,2006-09-22T00:00:00.000Z,c48048d8-c633-48a3-84d6-8e2b0874178d
6168,6,TX,Texas                         ,0,2006-10-31T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2006-10-15T00:00:00.000Z,,Turndown,2007-01-04T00:00:00.000Z,1,0,1,1,2006103101,2006-10-15T00:00:00.000Z,55197d85-5608-454b-8af8-3a4d04c4595a
7785,8,CO,Colorado                      ,0,2007-01-05T00:00:00.000Z,Emergency,Severe Winter Storms,Severe Storm,2006-12-18T00:00:00.000Z,2006-12-31T00:00:00.000Z,Turndown,2007-01-12T00:00:00.000Z,0,0,1,0,2007010602,2006-12-18T00:00:00.000Z,95570aba-b4cb-4d9c-b16b-28d1536fe1cd
7798,10,WA,Washington                    ,0,2007-02-05T00:00:00.000Z,Major Disaster,Windstorm,Severe Storm,2007-01-05T00:00:00.000Z,2007-01-07T00:00:00.000Z,Turndown,2007-03-02T00:00:00.000Z,0,0,1,1,2007013101,2007-01-05T00:00:00.000Z,92a7bc04-f2c9-4ef4-a8ee-d39de36c4bc6
7803,6,AR,Arkansas                      ,0,2007-02-27T00:00:00.000Z,Emergency,Severe Storms and Tornadoes,Severe Storm,2007-02-24T00:00:00.000Z,2007-02-24T00:00:00.000Z,Turndown,2007-03-08T00:00:00.000Z,0,0,0,0,2007022602,2007-02-24T00:00:00.000Z,797a5699-5bcd-46e8-8400-7e2087009720
7807,10,WA,Washington                    ,0,2007-03-06T00:00:00.000Z,Emergency,Landslide,Mud/Landslide,2007-02-05T00:00:00.000Z,,Turndown,2007-06-21T00:00:00.000Z,0,0,1,0,2007021602,2007-02-05T00:00:00.000Z,aa53d13f-dd46-43ae-b28a-daccd9847b9a
7819,6,TX,Texas                         ,0,2007-04-19T00:00:00.000Z,Major Disaster,TX Severe Storms & Flooding-3-29-07,Severe Storm,2007-03-29T00:00:00.000Z,2007-03-31T00:00:00.000Z,Turndown,2007-05-15T00:00:00.000Z,0,0,1,1,2007042302,2007-03-29T00:00:00.000Z,d723b482-295e-4c25-a47b-cbe21061a6f0
7841,4,FL,Florida                       ,0,2007-05-25T00:00:00.000Z,Emergency,FL Fires,Fire,2007-03-25T00:00:00.000Z,,Turndown,2007-06-27T00:00:00.000Z,0,0,1,0,2007052601,2007-03-25T00:00:00.000Z,978e030c-f073-4547-a557-eb30f33ad28c
7844,4,GA,Georgia                       ,0,2007-06-01T00:00:00.000Z,Emergency,GA Fires,Fire,2007-03-29T00:00:00.000Z,,Turndown,2007-06-27T00:00:00.000Z,0,0,1,0,2007060201,2007-03-29T00:00:00.000Z,10c2f83b-5abc-4f07-8338-a54f8c72d37c
7848,10,AK,Alaska                        ,0,2007-06-11T00:00:00.000Z,Major Disaster,AK-Flood Watch-01-26-2007,Flood,2007-01-25T00:00:00.000Z,2007-02-04T00:00:00.000Z,Turndown,2007-07-27T00:00:00.000Z,0,0,1,1,2007012603,2007-01-25T00:00:00.000Z,1fa318f6-7de6-4790-9619-61a33c507df3
7849,7,IA,Iowa                          ,0,2007-06-05T00:00:00.000Z,Major Disaster,IA- Severe Storms and Flooding,Severe Storm,2007-06-01T00:00:00.000Z,2007-06-01T00:00:00.000Z,Turndown,2007-06-22T00:00:00.000Z,1,0,1,1,2007062001,2007-06-01T00:00:00.000Z,c04dccc2-30ab-420b-b0e8-5ea660803234
7860,7,MO,Missouri                      ,0,2007-07-03T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2007-06-04T00:00:00.000Z,,Turndown,2007-12-05T00:00:00.000Z,1,0,1,1,2007062602,2007-06-04T00:00:00.000Z,b77bcfab-1b62-49e3-9c05-19875920efed
7911,6,TX,Texas                         ,0,2007-09-20T00:00:00.000Z,Major Disaster,Hurricane Humberto,Hurricane,2007-09-13T00:00:00.000Z,2007-09-13T00:00:00.000Z,Turndown,2007-10-16T00:00:00.000Z,1,0,1,1,2007091703,2007-09-13T00:00:00.000Z,545b2021-423c-40c2-a197-910561496510
7913,4,GA,Georgia                       ,0,2007-10-20T00:00:00.000Z,Major Disaster,Drought Conditions,Drought,2007-09-28T00:00:00.000Z,,Turndown,2008-03-03T00:00:00.000Z,0,0,1,1,2007102205,2007-09-28T00:00:00.000Z,11b7f1d7-a114-4e4a-9350-eed09550c4d2
7926,5,IN,Indiana                       ,0,2007-11-02T00:00:00.000Z,Major Disaster,Severe Storms and a Tornado,Severe Storm,2007-10-18T00:00:00.000Z,2007-10-18T00:00:00.000Z,Turndown,2008-01-04T00:00:00.000Z,1,0,0,1,2007101901,2007-10-18T00:00:00.000Z,a34fcfc9-2c65-4311-9054-d07762451e96
8009,4,AL,Alabama                       ,0,2008-02-08T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, Straight-line Winds, an ",Severe Storm,2008-02-05T00:00:00.000Z,2008-02-06T00:00:00.000Z,Turndown,2008-03-24T00:00:00.000Z,1,0,1,1,2008020601,2008-02-05T00:00:00.000Z,96182e16-a61c-49c2-9114-8c972584787c
8022,6,AR,Arkansas                      ,0,2008-02-26T00:00:00.000Z,Emergency,Ft Chaffee Fire,Fire,2008-01-29T00:00:00.000Z,2008-01-29T00:00:00.000Z,Turndown,2008-05-14T00:00:00.000Z,0,0,1,0,2008022702,2008-01-29T00:00:00.000Z,7cd7ee35-6b1f-4697-a216-f62259af87d0
8046,4,SC,South Carolina                ,0,2008-03-24T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Tornado,2008-03-15T00:00:00.000Z,2008-03-15T00:00:00.000Z,Turndown,2008-04-01T00:00:00.000Z,1,0,0,1,2008032501,2008-03-15T00:00:00.000Z,6f1a725d-8a09-4bfd-b1a4-f2dc83ad13d8
8049,1,ME,Maine                         ,0,2008-03-28T00:00:00.000Z,Emergency,Record Snowfall,Snowstorm,2008-03-19T00:00:00.000Z,2008-03-22T00:00:00.000Z,Turndown,2008-05-21T00:00:00.000Z,0,0,1,0,2008032801,2008-03-19T00:00:00.000Z,17e96bef-2405-4abf-83a5-40035d74f2df
8052,5,IL,Illinois                      ,0,2008-04-08T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Flood,2008-03-17T00:00:00.000Z,,Turndown,2008-08-20T00:00:00.000Z,1,0,0,1,2008032001,2008-03-17T00:00:00.000Z,66fd2078-35dc-4f6b-86a0-0f2a30dae7ad
8055,9,CA,California                    ,0,2008-02-19T00:00:00.000Z,Emergency,Martin's Ferry Bridge,Other,2007-12-03T00:00:00.000Z,2008-06-01T00:00:00.000Z,Turndown,2008-04-30T00:00:00.000Z,0,0,1,0,2008011701,2008-01-17T00:00:00.000Z,9056f3d6-12c5-448d-8ee2-6aae820f0308
8070,7,MO,Missouri                      ,0,2008-05-15T00:00:00.000Z,Major Disaster,Severe storms and tornadoes,Severe Storm,2008-05-01T00:00:00.000Z,2008-05-03T00:00:00.000Z,Turndown,2008-06-20T00:00:00.000Z,1,0,1,1,2008050802,2008-05-01T00:00:00.000Z,512d67f1-9691-4e9f-a8f9-681b518a3075
8081,6,LA,Louisiana                     ,0,2008-06-03T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Flooding",Severe Storm,2008-05-13T00:00:00.000Z,2008-05-15T00:00:00.000Z,Turndown,2008-08-08T00:00:00.000Z,1,0,0,1,2008051901,2008-05-13T00:00:00.000Z,992d006b-b7f9-4c19-a7a9-6edc1b0ad616
8088,4,GA,Georgia                       ,0,2008-05-28T00:00:00.000Z,Major Disaster,Cherokee County Tornado,Tornado,2008-05-20T00:00:00.000Z,2008-05-20T00:00:00.000Z,Turndown,2008-07-23T00:00:00.000Z,1,0,1,1,2008061301,2008-05-20T00:00:00.000Z,9b737bbd-cc80-4224-9086-c1e2bec8a367
8113,10,OR,Oregon                        ,0,2008-05-30T00:00:00.000Z,Major Disaster,OR-Fishery Closure-06-06-2008,Fishing Losses,2008-03-15T00:00:00.000Z,,Turndown,2008-07-11T00:00:00.000Z,0,0,0,1,2008060601,2008-03-15T00:00:00.000Z,ba9c9834-1e70-4b9a-9f78-8dacbfafd3d1
8128,9,CA,California                    ,0,2008-08-19T00:00:00.000Z,Major Disaster,Wildfires,Fire,2008-05-22T00:00:00.000Z,,Turndown,2008-10-23T00:00:00.000Z,1,0,1,1,2008062201,2008-06-20T00:00:00.000Z,e31c9e5a-4dc3-4655-92c8-ccd01eda0ede
8130,6,TX,Texas                         ,0,2008-08-22T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2008-08-18T00:00:00.000Z,,Turndown,2008-10-23T00:00:00.000Z,1,0,1,1,2008082201,2008-08-18T00:00:00.000Z,8d338116-6dde-4806-931f-f5556cf51cbf
8136,4,FL,Florida                       ,0,2008-08-31T00:00:00.000Z,Emergency,Hurricane Gustav,Hurricane,2008-08-31T00:00:00.000Z,,Turndown,2008-09-22T00:00:00.000Z,0,0,1,0,2008082602,2008-08-29T00:00:00.000Z,6ae71bf2-0f36-4d10-a15e-69d369a62e59
8150,4,AL,Alabama                       ,0,2008-09-12T00:00:00.000Z,Emergency,Hurricane Ike,Hurricane,2008-09-12T00:00:00.000Z,,Turndown,2008-09-26T00:00:00.000Z,0,0,1,0,2008090202,2008-09-14T00:00:00.000Z,9e62cf82-f145-4818-84c7-3466d70427bb
8152,6,TX,Texas                         ,0,2008-09-18T00:00:00.000Z,Emergency,Severe Storms and Flooding,Severe Storm,2008-09-12T00:00:00.000Z,,Turndown,2008-10-06T00:00:00.000Z,0,0,1,0,2008091803,2008-09-12T00:00:00.000Z,2f7166e1-f980-49c6-9790-996218e14839
8155,4,MS,Mississippi                   ,0,2008-09-08T00:00:00.000Z,Emergency,Hurricane Ike,Hurricane,2008-09-08T00:00:00.000Z,,Turndown,2008-09-22T00:00:00.000Z,0,0,1,0,2008090202,2008-09-14T00:00:00.000Z,7500066a-9a04-4257-b1bb-cd26a30625b3
8164,6,OK,Oklahoma                      ,0,2008-09-18T00:00:00.000Z,Major Disaster,OK-Severe Storms-TS Lowel 9/11/2008(2),Severe Storm,2008-09-11T00:00:00.000Z,2008-09-19T00:00:00.000Z,Turndown,2008-10-06T00:00:00.000Z,1,0,0,1,2008100201,2008-09-11T00:00:00.000Z,2ee987fc-80cd-4b3a-87f2-850d1f87803c
8165,9,FM,Federated States of Micronesia,0,2008-07-31T00:00:00.000Z,Major Disaster,High Tides and Drought,Other,2008-03-11T00:00:00.000Z,,Turndown,2008-10-06T00:00:00.000Z,0,0,0,0,2008031101,2008-03-11T00:00:00.000Z,5182dcb7-d0e6-4fc3-baef-a1b96b42f33f
8167,4,FL,Florida                       ,0,2008-10-07T00:00:00.000Z,Major Disaster,Hurricane Ike,Hurricane,2008-09-08T00:00:00.000Z,2008-09-12T00:00:00.000Z,Turndown,2008-12-18T00:00:00.000Z,0,0,1,1,2008100804,2008-09-08T00:00:00.000Z,481b88b1-84da-4396-b751-a4472e676587
8174,4,NC,North Carolina                ,0,2008-10-24T00:00:00.000Z,Major Disaster,94L Non-Tropical Low,Coastal Storm,2008-09-24T00:00:00.000Z,2008-09-28T00:00:00.000Z,Turndown,2008-11-05T00:00:00.000Z,0,0,1,0,2008092901,2008-09-25T00:00:00.000Z,92e8c068-9241-4674-a535-4983aceab4b3
9006,3,MD,Maryland                      ,0,2009-01-09T00:00:00.000Z,Emergency,56th Presidential Inauguration,Other,2009-01-17T00:00:00.000Z,2009-01-21T00:00:00.000Z,Turndown,2009-04-10T00:00:00.000Z,0,0,1,0,2009010801,2009-01-17T00:00:00.000Z,3fb3b920-6db6-4fe8-b80d-f600f3960c8b
9008,3,VA,Virginia                      ,0,2009-01-13T00:00:00.000Z,Emergency,56th Presidential Inauguration,Other,2009-01-17T00:00:00.000Z,2009-01-21T00:00:00.000Z,Turndown,2009-04-10T00:00:00.000Z,0,0,1,0,2009010801,2009-01-17T00:00:00.000Z,45436b0a-abe1-4de3-b36e-e8ad77bbcc83
9022,6,TX,Texas                         ,0,2009-02-25T00:00:00.000Z,Emergency,Extreme Fire Hazard,Fire,2009-01-16T00:00:00.000Z,,Turndown,2009-05-06T00:00:00.000Z,0,0,1,0,2009022501,2009-01-16T00:00:00.000Z,2cfcf482-570a-41dc-9c9d-814ecfe6ff51
9027,8,ND,North Dakota                  ,0,2009-02-19T00:00:00.000Z,Emergency,Snow,Snowstorm,2008-11-04T00:00:00.000Z,,Turndown,2009-05-20T00:00:00.000Z,0,0,1,0,2009030301,2008-11-04T00:00:00.000Z,4f9f3bbf-3ec5-437e-b405-f128cf1c0fdb
9056,6,TX,Texas                         ,0,2009-04-16T00:00:00.000Z,Major Disaster,Wildfires,Fire,2009-04-07T00:00:00.000Z,,Turndown,2009-05-08T00:00:00.000Z,1,0,1,1,2009041702,2009-04-07T00:00:00.000Z,0bca39c4-3ebb-4d16-a244-f6da5d1c9b43
9076,6,OK,Oklahoma                      ,0,2009-05-21T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Flooding",Severe Storm,2009-04-25T00:00:00.000Z,2009-05-16T00:00:00.000Z,Turndown,2009-09-02T00:00:00.000Z,0,0,1,1,2009052601,2009-04-25T00:00:00.000Z,df071408-f2e2-4686-82a6-8272794036af
9082,3,PA,Pennsylvania                  ,0,2009-06-29T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Flood,2009-05-28T00:00:00.000Z,,Turndown,2009-09-03T00:00:00.000Z,1,0,0,1,2009062601,2009-05-28T00:00:00.000Z,9cc084d7-b005-439d-895e-e83a790a502f
9085,9,CA,California                    ,0,2009-06-19T00:00:00.000Z,Major Disaster,Drought,Drought,2009-04-14T00:00:00.000Z,,Turndown,2009-10-19T00:00:00.000Z,0,0,0,0,2009071001,2009-06-19T00:00:00.000Z,b20fbf7f-d350-46c7-b960-5abb61180627
9095,6,TX,Texas                         ,0,2009-08-18T00:00:00.000Z,Emergency,Extreme Fire Hazard,Fire,2009-07-15T00:00:00.000Z,,Turndown,2009-09-16T00:00:00.000Z,0,0,1,0,2009082501,2009-07-15T00:00:00.000Z,10cf00c3-9877-4dd3-9563-ffe1100fd41a
9109,5,IN,Indiana                       ,0,2009-09-09T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2009-08-04T00:00:00.000Z,2009-08-09T00:00:00.000Z,Turndown,2009-11-03T00:00:00.000Z,1,0,1,1,2009082401,2009-08-04T00:00:00.000Z,831c790a-087d-4527-9e6f-479749a4b200
9117,9,AZ,Arizona                       ,0,2008-10-06T00:00:00.000Z,Major Disaster,AZ-Havasupai Flood-08-17-2008,Flood,2008-08-17T00:00:00.000Z,,Turndown,2009-12-04T00:00:00.000Z,0,0,1,1,2008102201,2008-08-17T00:00:00.000Z,354baf75-beaf-4cf4-8e68-815e97c3036a
10007,4,AL,Alabama                       ,0,2010-02-01T00:00:00.000Z,Major Disaster,Subfreezing Temperatures,Freezing,2010-01-07T00:00:00.000Z,2010-01-12T00:00:00.000Z,Turndown,2010-04-28T00:00:00.000Z,0,0,1,1,2010020101,2010-01-07T00:00:00.000Z,cb01a138-a19f-455c-be64-af3c5dd2d15e
10009,2,NY,New York                      ,0,2010-02-02T00:00:00.000Z,Major Disaster,Snowstorm,Snowstorm,2009-12-18T00:00:00.000Z,2009-12-20T00:00:00.000Z,Turndown,2010-05-10T00:00:00.000Z,0,0,1,1,2010011901,2009-12-19T00:00:00.000Z,d19cbf9e-ba38-4e8b-ac30-dc89a457dfc5
10034,4,FL,Florida                       ,0,2010-03-18T00:00:00.000Z,Major Disaster,Subfreezing Temperatures,Freezing,2010-01-02T00:00:00.000Z,2010-02-01T00:00:00.000Z,Turndown,2010-04-16T00:00:00.000Z,1,0,0,0,2010032201,2010-01-02T00:00:00.000Z,28eeb3dd-d48b-4da1-8401-16b1ad2a6ded
10056,6,LA,Louisiana                     ,0,2010-05-07T00:00:00.000Z,Major Disaster,Tornado ,Severe Storm,2010-04-24T00:00:00.000Z,2010-04-24T00:00:00.000Z,Turndown,2010-07-23T00:00:00.000Z,1,0,1,1,2010050401,2010-04-24T00:00:00.000Z,45dd133c-1408-4934-a4e6-35e616539a97
10057,6,AR,Arkansas                      ,0,2010-05-10T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Flooding",Severe Storm,2010-04-30T00:00:00.000Z,,Turndown,2010-05-20T00:00:00.000Z,1,0,0,1,2010050402,2010-04-30T00:00:00.000Z,83ce758f-51b2-4faf-a496-2635a93eff52
10063,5,OH,Ohio                          ,0,2010-06-09T00:00:00.000Z,Major Disaster,OH-Tornado-06062010,Tornado,2010-06-05T00:00:00.000Z,2010-06-06T00:00:00.000Z,Turndown,2010-07-30T00:00:00.000Z,1,0,1,1,2010060601,2010-06-06T00:00:00.000Z,84e5142f-b1a8-4865-a5a1-7ec51a4e9a47
10065,5,IL,Illinois                      ,0,2010-06-18T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Tornado,2010-06-05T00:00:00.000Z,2010-06-05T00:00:00.000Z,Turndown,2010-06-29T00:00:00.000Z,1,0,0,1,2010060602,2010-06-05T00:00:00.000Z,6abaf6c5-3930-45ca-897f-b7ef758c1ff9
10077,6,OK,Oklahoma                      ,0,2010-07-19T00:00:00.000Z,Major Disaster,"Tornadoes, Severe Storms, and Flooding",Severe Storm,2010-07-06T00:00:00.000Z,2010-07-12T00:00:00.000Z,Turndown,2010-07-28T00:00:00.000Z,1,0,0,1,2010070901,2010-07-06T00:00:00.000Z,b35bb56d-1856-44a8-b93e-9fbf01a46828
10098,1,RI,Rhode Island                  ,0,2010-09-02T00:00:00.000Z,Emergency,Hurricane Earl,Hurricane,2010-08-30T00:00:00.000Z,,Turndown,2010-11-03T00:00:00.000Z,0,0,1,0,2010083102,2010-09-01T00:00:00.000Z,13787316-74f7-42e0-9d28-ce3f6a49ae26
10100,1,CT,Connecticut                   ,0,2010-08-20T00:00:00.000Z,Major Disaster,Severe Storm and Tornado,Tornado,2010-06-24T00:00:00.000Z,2010-06-24T00:00:00.000Z,Turndown,2010-10-08T00:00:00.000Z,1,0,1,1,2010062801,2010-06-24T00:00:00.000Z,8d09fc99-5143-42d0-8b82-0633e7f3373c
10110,6,TX,Texas                         ,0,2010-09-20T00:00:00.000Z,Major Disaster,Trop Storm Hermine ,Other,2010-09-06T00:00:00.000Z,2010-09-10T00:00:00.000Z,Turndown,2010-11-05T00:00:00.000Z,1,0,1,1,2010090701,2010-09-06T00:00:00.000Z,82dc58e3-1ad9-4c9a-8c22-30a18882e00b
10111,9,CA,California                    ,0,2010-09-15T00:00:00.000Z,Major Disaster,Explosions and Fires,Fire,2010-09-09T00:00:00.000Z,2010-09-11T00:00:00.000Z,Turndown,2010-10-28T00:00:00.000Z,1,0,1,1,2010091001,2010-09-09T00:00:00.000Z,5be1a51b-20a8-4a6d-8257-38ba2bd272fc
11001,7,MO,Missouri                      ,0,2011-01-14T00:00:00.000Z,Major Disaster,Severe Storms and Tornadoes,Severe Storm,2010-12-30T00:00:00.000Z,2010-12-31T00:00:00.000Z,Turndown,2011-01-26T00:00:00.000Z,1,0,0,1,2011010101,2010-12-30T00:00:00.000Z,db4ac1b3-eb67-407f-8699-28235681b429
11009,10,WA,Washington                    ,0,2011-02-14T00:00:00.000Z,Major Disaster,"Severe Winter Storm, Flooding, Landslides, and Mud",Severe Storm,2010-12-08T00:00:00.000Z,2010-12-18T00:00:00.000Z,Turndown,2011-05-17T00:00:00.000Z,0,0,1,1,2011010401,2010-12-08T00:00:00.000Z,0ed8f2b0-a36a-49b0-bb8e-13415912abf1
11024,5,IN,Indiana                       ,0,2011-03-14T00:00:00.000Z,Major Disaster,Severe Winter Storm,Severe Storm,2011-01-31T00:00:00.000Z,2011-02-04T00:00:00.000Z,Turndown,2011-04-20T00:00:00.000Z,0,0,1,1,2011020101,2011-01-31T00:00:00.000Z,a58f39fa-871b-48dc-80f5-1ee342670e18
11030,6,LA,Louisiana                     ,0,2011-03-18T00:00:00.000Z,Major Disaster,Tornado,Tornado,2011-03-05T00:00:00.000Z,2011-03-05T00:00:00.000Z,Turndown,2011-05-10T00:00:00.000Z,1,0,1,1,2011031501,2011-03-05T00:00:00.000Z,6005b359-a266-46a9-8dc1-e84f6d49facb
11041,4,MS,Mississippi                   ,0,2011-03-31T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2011-03-08T00:00:00.000Z,2011-03-09T00:00:00.000Z,Turndown,2011-04-08T00:00:00.000Z,1,0,0,0,2011031001,2011-03-08T00:00:00.000Z,b84323ef-5a4e-44c3-bccb-88003061c9b8
11050,2,NJ,New Jersey                    ,0,2011-03-31T00:00:00.000Z,Major Disaster,Severe Storms and Flooding,Severe Storm,2011-03-10T00:00:00.000Z,2011-03-17T00:00:00.000Z,Turndown,2011-05-31T00:00:00.000Z,1,0,1,1,2011031002,2011-03-10T00:00:00.000Z,78c72708-d7ae-4c89-b512-119733a9fdf4
11068,4,AL,Alabama                       ,0,2011-04-19T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and Flooding",Severe Storm,2011-04-15T00:00:00.000Z,2011-04-16T00:00:00.000Z,Turndown,2011-04-22T00:00:00.000Z,1,0,0,1,2011041701,2011-04-15T00:00:00.000Z,3633d014-42b9-4372-b82e-49c129611c7f
11073,10,WA,Washington                    ,0,2011-03-25T00:00:00.000Z,Major Disaster,WA-White Swan Fire 02-12-2011,Fire,2011-02-12T00:00:00.000Z,2011-02-13T00:00:00.000Z,Turndown,2011-07-01T00:00:00.000Z,1,0,1,1,2011022502,2011-02-12T00:00:00.000Z,a40f848f-7056-4020-a504-903575a2b7b2
11075,3,VA,Virginia                      ,0,2011-04-18T00:00:00.000Z,Major Disaster,"Severe Storms, Tornadoes, and  Flooding",Severe Storm,2011-04-08T00:00:00.000Z,2011-04-08T00:00:00.000Z,Turndown,2011-06-23T00:00:00.000Z,1,0,0,1,2011041103,2011-04-08T00:00:00.000Z,18a04e11-5916-4eb8-aa2f-1d08bf306c6e
11111,9,CA,California                    ,0,2011-04-22T00:00:00.000Z,Major Disaster,"Severe Storms, Flooding, and Debris and Mud Flows",Severe Storm,2011-03-15T00:00:00.000Z,2011-03-27T00:00:00.000Z,Turndown,2011-08-04T00:00:00.000Z,0,0,1,1,2011052401,2011-03-15T00:00:00.000Z,75d76cc4-081f-4eab-ac3a-645a354f01ec
